<<<<<<< HEAD
,title,ingredients,directions,link,source,NER
1803766,Pulled Pork Poutine Recipe,"[""32 ounces frozen crinkle-cut fries"", ""Kosher salt to taste"", ""3/4 cup cheese curds"", ""16 ounces warm Easy Slow Cooker Pulled Pork (recipe link in intro)"", ""1 1/4 cups hot Simple Pan Gravy (recipe link in intro)"", ""1/4 cup coarsely chopped flat-leaf parsley""]","[""Bake the French fries according to the package directions."", ""Remove the fries when done but leave the oven on."", ""Sprinkle the fries with kosher salt after baking and pile them onto an oven-safe serving platter."", ""Top the fries with cheese curds, the warm pulled pork, and hot gravy."", ""Pop the platter back in the oven until the curds melt, 3 to 5 minutes."", ""Sprinkle with parsley and serve right away.""]",www.chowhound.com/recipes/pulled-pork-poutine-31721,Recipes1M,"[""fries"", ""Kosher salt"", ""cheese curds"", ""hot Simple"", ""flat-leaf parsley""]"
1823658,Hot Chicken Poutine Sandwich,"[""1 package Frozen Fries (454g Package)"", ""2 cups Your Favourite Gravy"", ""1 Tablespoon Water, To Thin Gravy If Needed"", ""1 whole Rotisserie Chicken, With Meat Removed From The Bones And Sliced"", ""4 slices White Or Whole Wheat Bread"", ""7 ounces, weight White Cheddar Cheese Curds"", ""Black Pepper To Taste""]","[""1."", ""Fry or bake fries as directed on package then set aside."", ""2."", ""Meanwhile, heat the gravy in a skillet until bubbling."", ""If its too thick, add a bit of water to thin it to your desired consistency."", ""3."", ""Add the sliced chicken to the skillet and heat on medium-low until completely warmed through."", ""4."", ""While the chicken is warming, toast 4 slices of bread using your preferred method and set aside."", ""5."", ""Add cheese curds to the gravy right before serving."", ""6."", ""Spoon the gravy mixture over the toast and top with french fries."", ""Add a few spoonfuls of the gravy mixture over the fries."", ""7."", ""Season with black pepper and serve immediately.""]",tastykitchen.com/recipes/main-courses/hot-chicken-poutine-sandwich/,Recipes1M,"[""Frozen Fries"", ""Favourite Gravy"", ""Water"", ""Rotisserie Chicken"", ""White"", ""weight White Cheddar Cheese"", ""Black Pepper""]"
1831394,"BC Seafood Chowder ""Poutine""","[""1 teaspoon coriander seeds"", ""1 teaspoon fennel seeds"", ""1 teaspoon white peppercorns"", ""4 cloves garlic, sliced"", ""4 shallots or 1 small onion, sliced"", ""1 tablespoon butter"", ""2 pounds fresh clams"", ""1 1/2 cups dry white wine (I use sauvignon blanc)"", ""6 to 8 sprigs fresh thyme, plus more if desired"", ""3 bay leaves"", ""2 pounds fresh mussels"", ""1 pound smoked bacon, cut into 1/2-inch lardons"", ""1 stick plus 3 tablespoons butter"", ""2 cloves garlic, finely chopped"", ""2 shallots, finely diced"", ""1/2 cup white wine"", ""1/2 cup all-purpose flour"", ""4 cups cold whole milk"", ""1 cup 1/3-inch-diced carrots"", ""1 cup 1/3-inch-diced celery"", ""1 cup 1/3-inch-diced fennel"", ""4 tablespoons finely chopped fresh flat-leaf parsley"", ""Salt"", ""Finely sliced chives or green onions, for garnish""]","[""For the stock: Sweat the coriander, fennel seeds, peppercorns, garlic and shallots in the butter in a heavy-bottomed pot (this will help control the heat so you don't burn the ingredients)."", ""When the shallots are translucent, add the clams, white wine, thyme and bay leaves."", ""Cover the pot to steam the clams, and as they begin to open, add the mussels."", ""Gently simmer, covered, until the mussels and remaining clams open, about 3 minutes."", ""When all the shells are open, strain off the liquid and reserve, setting aside the shellfish to cool slightly until you can handle them."", ""Shuck the meat out of all the shells, refrigerate and reserve for the sauce."", ""Discard the vegetables and herbs."", ""For the sauce: Cook the bacon in the same pot over medium heat to render the fat."", ""This will help to make the roux later."", ""When the bacon begins to brown, add 3 tablespoons of the butter, the garlic and shallots."", ""Continue to sweat over medium heat until the shallots are translucent."", ""Add the white wine and reduce until it's almost dry (au sec)."", ""Add the reserved shellfish stock and reduce by half."", ""Remove from the heat and set aside on the stove."", ""Melt the remaining 1 stick butter in a separate small pot or deep saute pan to its bubbling point and stir in the flour very well with a wooden spoon, incorporating it while removing clumps."", ""Cook 3 to 5 minutes over medium heat while stirring regularly."", ""Add the roux to the bacon pan, and place over medium heat."", ""Add the cold milk to the hot roux while stirring constantly."", ""Bring to a boil, then reduce to a simmer."", ""You will have to monitor it carefully and stir frequently so the flour doesn't stick to the bottom (if it does, don't panic!"", ""You can remove the sauce, clean the bottom of the pot and put it back in..."", ""phew!)"", ""Simmer 10 minutes, then add the carrots, celery and fennel, and continue cooking until the raw flour taste has been cooked out and the vegetables are tender (they will add texture to the finished chowder), 10 minutes longer."", ""Add the reserved mussels and clams."", ""I use trim from the other fish I cook every day."", ""Simmer 1 minute to heat through and add the parsley."", ""Season with salt, garnish with the chives and serve immediately."", ""Enjoy!""]",www.foodnetwork.com/recipes/bc-seafood-chowder-poutine.html,Recipes1M,"[""coriander seeds"", ""fennel seeds"", ""white peppercorns"", ""garlic"", ""shallots"", ""butter"", ""fresh clams"", ""white wine"", ""thyme"", ""bay leaves"", ""fresh mussels"", ""bacon"", ""butter"", ""garlic"", ""shallots"", ""white wine"", ""all-purpose"", ""milk"", ""carrots"", ""celery"", ""fennel"", ""parsley"", ""Salt"", ""chives""]"
1846032,Poutine Sauce for French Fries,"[""1 quart chicken stock, or veal stock"", ""2 ounces flour"", ""2 ounces butter, or oil"", ""Salt and pepper, to taste"", ""8 cups French fries, cooked, you can make from scratch or use frozen"", ""2 cups cheddar cheese curds, fresh""]","[""In a 2 quart pot bring stock to a boil."", ""Add the butter and the flour, whisking continually over high heat, for about 3 min."", ""Lower the heat to a simmer and continue to cook for around 35 minutes, stirring frequently."", ""Strain the sauce, and add salt and pepper to taste."", ""If you want your sauce to be thicker, lower the heat to medium and let it reduce further."", ""For serving: Put a handful of curds in a bowl, cover them with french fries, cover french fries with rest of curd, cover the french fries with the poutine sauce.""]",www.foodrepublic.com/recipes/poutine-sauce-recipe-for-french-fries/,Recipes1M,"[""chicken"", ""flour"", ""butter"", ""Salt"", ""French fries"", ""cheddar cheese curds""]"
1860131,Duck Confit Poutine,"[""4 duck legs"", ""4 cloves garlic, chopped"", ""3 sprigs thyme"", ""2 sprigs rosemary"", ""2 fresh sage leaves"", ""1/4 orange peel without the pith"", ""1 teaspoon kosher salt"", ""1/4 teaspoon cracked black pepper"", ""2 cups rendered duck fat"", ""4 medium russet potatoes"", ""8 cups oil"", ""6 cups chicken stock"", ""1 teaspoon corn starch"", ""2 cups cheese curds"", ""Salt and pepper""]","[""For the duck: Place the duck legs in a shallow pan."", ""Rub the the garlic, thyme, rosemary, sage, orange peel, salt and pepper into the duck legs."", ""Cover with plastic wrap and let sit in the refrigerator for 24 hours."", ""Preheat the oven to 250 degrees F."", ""After the duck has been in the fridge for 24 hours, rub off the salt and herbs and set aside."", ""Place the herb mix into a colander and rinse off the salt."", ""Pat the herb mix dry and add back to the duck."", ""Cover the duck and herb mix with the rendered duck fat and cook in the oven until the meat is falling off the bone, about 2 hours 30 minutes."", ""When finished cooking, take the duck legs out of the fat and cool."", ""After the duck is cool, take the meat off the bone."", ""Set the meat aside for later use."", ""For the French fries: Cut the potatoes to desired French-fry size."", ""Place in cold water for 1 hour."", ""Heat the oil in a heavy-bottom pan until it reaches a temperature of 250 degrees F. Line a half sheet tray with paper towels."", ""Pat the uncooked French fries dry, add to the oil, and cook until the fries are soft all of the way through and not crispy, about 5 minutes."", ""With a slotted spoon, remove the fries from the oil and place on the prepared half sheet tray."", ""Turn the heat up on the oil to 350 degrees F."", ""For the sauce: Reduce the chicken stock by two-thirds and set aside."", ""For the assembly: Add the duck into the reduced chicken stock."", ""In a small bowl, whisk the corn starch and 1/4 cup water until there are no lumps."", ""Heat the stock and duck to a gentle boil and add the corn starch mixture, and gently boil for 45 seconds."", ""Take the blanched fries and put into 350 degree F oil until crispy and golden brown, 2 minutes."", ""Put the fries into a mixing bowl."", ""Add the cheese curds."", ""Sprinkle with salt and pepper and put onto a plate."", ""Spoon the duck and sauce over the fries, and serve.""]",www.foodnetwork.com/recipes/duck-confit-poutine.html,Recipes1M,"[""duck legs"", ""garlic"", ""thyme"", ""rosemary"", ""sage"", ""orange"", ""kosher salt"", ""cracked black pepper"", ""russet potatoes"", ""oil"", ""chicken stock"", ""corn starch"", ""cheese curds"", ""Salt""]"
1866737,BBQ Mac 'N' Cheese Poutine,"[""1 gal. frozen french fried potatoes Target 2 For $5.00 thru 02/06"", ""4 each KRAFT DINNER Frozen Macaroni & Cheese, heated"", ""2 cups Bull's-Eye Bold Original Barbecue Sauce"", ""2 cups beef gravy, warmed"", ""3 cups cheese curds"", ""2 each boneless skinless chicken breasts, grilled, diced"", ""1 cup double-smoked bacon, cooked, chopped""]","[""Spread french fries into single layer onto bottom of parchment-lined sheet pan."", ""Bake in 425 degrees F (220 degrees C) standard oven 25 min."", ""or until golden brown, stirring after 15 min."", ""For each shared appetizer, 4 servings: Combine 1 pack macaroni and cheese and 1/2 cup (125 mL) barbecue sauce."", ""Place 1 qt."", ""(1 L) fries on large plate; top wth 1/2 cup (125 mL) gravy, 3/4 cup (175 mL) cheese curds, macaroni mixture, 2 oz."", ""(60 g) chicken and 1 oz."", ""(30 g) bacon.""]",www.kraftrecipes.com/recipes/bbq-mac-n-cheese-poutine-145786.aspx,Recipes1M,"[""Cheese"", ""Barbecue Sauce"", ""beef gravy"", ""cheese curds"", ""chicken breasts"", ""bacon""]"
1883836,Poutine,"[""6 to 8 large Yukon gold potatoes, peeled"", ""1 tablespoon vegetable oil, plus more for frying"", ""1 shallot, minced"", ""1 small clove garlic, minced"", ""2 cups chicken stock"", ""2 cups beef stock"", ""2 tablespoons ketchup"", ""1 tablespoon apple cider vinegar"", ""1 tablespoon whole green peppercorns"", ""1/2 teaspoon Worcestershire sauce"", ""2 tablespoons unsalted butter"", ""2 tablespoons all-purpose flour"", ""Kosher salt and freshly ground pepper"", ""2 cups cheddar cheese curds""]","[""Slice the potatoes lengthwise, about 1/4 inch thick."", ""Stack the slices and cut lengthwise into 1/4-inch-thick sticks (or cut the potatoes into fries using a french fry cutter)."", ""Place in a large bowl filled with cold water and let sit at least 1 hour, or up to 24 hours for extra-crispy fries."", ""Drain well and pat dry or spin dry in a salad spinner."", ""Make the gravy: Heat 1 tablespoon vegetable oil in a saucepan over medium heat."", ""Add the shallot and garlic and saute until translucent, about 3 minutes."", ""Add the chicken and beef stock, ketchup, vinegar, peppercorns and Worcestershire sauce and bring to a boil."", ""Meanwhile, in a separate saucepan, melt the butter over medium-high heat."", ""Add the flour and make a roux, stirring until slightly browned, 2 to 3 minutes."", ""Whisk the stock mixture into the roux and simmer until reduced by half, about 20 minutes."", ""Season the gravy with salt and pepper and keep warm."", ""Line a baking sheet with a double layer of paper towels."", ""Heat 2 to 3 inches vegetable oil in a heavy-bottomed pot over medium-high heat until a deep-fry thermometer registers 350 degrees F (or use a deep fryer)."", ""Fry the potatoes in small batches until whitish yellow, about 8 minutes."", ""Remove with a strainer and drain on the paper towels."", ""Bring the oil temperature to 375 degrees F over high heat."", ""Fry the potatoes in batches again until golden brown, 6 to 8 minutes."", ""Drain on fresh paper towels."", ""Salt and pepper the fries while hot."", ""Strain the gravy."", ""Put the fries in shallow dishes; top with the cheese curds and gravy."", ""Photograph by Raymond Hom""]",www.foodnetwork.com/recipes/poutine-recipe.html,Recipes1M,"[""gold potatoes"", ""vegetable oil"", ""shallot"", ""clove garlic"", ""chicken stock"", ""beef stock"", ""ketchup"", ""apple cider vinegar"", ""whole green peppercorns"", ""Worcestershire sauce"", ""unsalted butter"", ""flour"", ""Kosher salt"", ""cheddar cheese""]"
1884034,Chicken and Cheese Poutine,"[""Cooking spray"", ""2 large egg whites"", ""2 teaspoons paprika"", ""Kosher salt and freshly ground pepper"", ""2 pounds large Yukon gold potatoes, cut into 1/4-inch-thick fries"", ""1 bunch scallions, chopped"", ""3 cups low-sodium chicken broth"", ""1/4 cup all-purpose flour"", ""1 tablespoon Worcestershire sauce"", ""1 1/2 cups shredded rotisserie chicken (skin removed)"", ""3/4 cup frozen peas"", ""4 ounces part-skim mozzarella cheese, diced""]","[""Preheat the oven to 425 degrees F. Coat 2 baking sheets with cooking spray."", ""Whisk the egg whites, paprika and 1/2 teaspoon each salt and pepper in a large bowl."", ""Add the potatoes; toss to coat."", ""Let the excess egg drip off, then spread out on the baking sheets."", ""Mist with cooking spray and bake, flipping halfway through, until golden and crisp, 20 to 30 minutes."", ""Meanwhile, coat a large nonstick skillet with cooking spray."", ""Add half of the scallions; cook over medium heat, stirring, until softened, 1 to 2 minutes."", ""Add 1/2 cup chicken broth."", ""Whisk in the flour until smooth, then gradually whisk in the remaining 2 1/2 cups broth and the Worcestershire sauce."", ""Simmer, whisking occasionally, until thickened, 6 to 8 minutes."", ""Stir in the chicken and peas and warm through, about 3 minutes."", ""(Add up to 1 cup water if the gravy is too thick.)"", ""Scatter the mozzarella evenly over the chicken mixture."", ""Layer the fries and chicken mixture in bowls; top with the remaining scallions."", ""Per serving: Calories 485; Fat 16 g (Saturated 6 g); Cholesterol 119 mg; Sodium 981 mg; Carbohydrate 44 g; Fiber 7 g; Protein 42 g"", ""Photograph by Justin Walker""]",www.foodnetwork.com/recipes/food-network-kitchens/chicken-and-cheese-poutine.html,Recipes1M,"[""Cooking spray"", ""egg whites"", ""paprika"", ""Kosher salt"", ""gold potatoes"", ""scallions"", ""low-sodium"", ""all-purpose"", ""Worcestershire sauce"", ""rotisserie chicken"", ""frozen peas"", ""mozzarella cheese""]"
1890312,Mike's 3 Way Ramen Fries,"[""3 Top Ramen Noodles [or brand equivalent + seasoning packets]"", ""3 large Eggs [whipped in seperate bowls]"", ""1 0.87 oz Brown Gravy Packet [+ 1 cup b water]"", ""1 Long Based Spatula [see photo at base]"", ""1 small Pot + Whisk"", ""1 Frying Pan"", ""1 Tongs""]","[""Here's your end result."", ""Choose which style you wish to create."", ""Or, make all three."", ""Picture #1: Crispy Seasoned Noodle Fries #2: Crispy Garlic Parmesan Fries #3: Crispy Faux Poutine Fries."", ""For the Crispy Seasoned Noodle Fries: Boil noodles for 3 minutes."", ""Drain and allow to cool but not completely."", ""They'll get sticky."", ""Beat egg, add noodles and 1 noodle seasoning packet."", ""Mix well."", ""Lay noodles out on tinfoil sheet and try for a square shape."", ""Wrap tinfoil around noodles in a square shape."", ""Press down on tinfoil to more evenly shape your noodles."", ""Place wrapped noodles in the freezer until they've set up hard."", ""Usually about 1 hour +."", ""You'll need a long based spatula to lift your frozen noodle"", ""Follow these easy photos."", ""For the Crispy Garlic Parmesan Fries: Follow the same directions as listed above - except for adding the seasoning packets."", ""Instead, add garlic powder, dried chives and parmesan cheese to your egg noodle mixture to taste."", ""Be careful of your oil bubbling over as a result of your seasonings."", ""Just watch it, blow on it and gently swipe the top with your spatula."", ""After frying, lightly sprinkle fries with sea salt, garlic powder and parmesan cheese again."", ""For the Crispy Faux Poutine Fries: Do not add seasoning packets."", ""Instead, add onion powder, dehydrated onions and dried parsley to taste."", ""Use a room temperature White Cheddar Curd Or Motzerella Cheese cut into small chunks."", ""Make your brown gravy."", ""Plate your fries in basket."", ""Sprinkle with sea salt, top with cheese curd and drizzle on hot brown gravy."", ""Enjoy!""]",cookpad.com/us/recipes/349945-mikes-3-way-ramen-fries,Recipes1M,"[""Ramen Noodles"", ""Eggs"", ""Brown Gravy Packet [+"", ""base]"", ""+"", ""Pan"", ""Tongs""]"
1892777,Extreme poutine,"[""1 bag of fries"", ""1 bag of shredded cheese"", ""1 half a block of feta cheese fresh"", ""2 packs of f turkey gravy (season to choice)"", ""1 half a pack of bacon"", ""1 half a container of cottage cheese(the big container)""]","[""Cook gravy add cottage cheese and feta cheese when almost thick let sit"", ""Then cook bacon(cut into small pieces) and cook/deepfry fries"", ""Layer caserole dish with fries"", ""Then bacon"", ""Next is the shredded cheese"", ""Then pour gravy"", ""Bake in oven on 500F for no more then 5 mins""]",cookpad.com/us/recipes/356350-extreme-poutine,Recipes1M,"[""fries"", ""cheese"", ""feta cheese"", ""turkey gravy"", ""bacon""]"
1924574,Posh Poutine,"[""3 tablespoons peanut oil"", ""1 (20 ounce) bag Simply Potatoes Shredded Hash Browns"", ""1 cup shredded carrot"", ""1 cup finely sliced red bell pepper"", ""1 cup finely chopped onion"", ""3 tablespoons butter"", ""3 tablespoons flour"", ""2 cups chicken broth"", ""salt and pepper"", ""12 lb cooked shrimp, peeled and deveined, tails off"", ""1 tablespoon butter"", ""14 cup green onion, white and light green only, finely sliced"", ""13 lb fresh cheddar cheese curds""]","[""In a large mixing bowl, toss together the hashbrowns, carrots, red bell pepper, and onions."", ""In a 12 inch non-stick skillet heat 2 T. oil over medium heat until very hot."", ""Pour the vegetable mix into the pan, spread out and press down."", ""Salt and pepper to taste."", ""Cook, uncovered, for 10 12 minutes."", ""Shake the pan every few minutes."", ""Meanwhile, to make the gravy, in a medium saucepan over medium high heat melt the butter."", ""Add the flour and stir until smooth and golden."", ""Whisk in the chicken broth."", ""Continue to cook and whisk until it starts to bubble and thicken."", ""Taste for seasoning and add salt and pepper if needed."", ""Set aside on low heat until the potatoes are ready."", ""When the hashbrown mixture is toasty brown on the bottom, drizzle with the remaining Tablespoon of oil and carefully turn over section by section and continue to cook for 8-10 minutes more."", ""In a small non-stick skillet, melt the remaining Tablespoon of butter over medium low heat."", ""Add the green onions and shrimp."", ""Saute until fragrant and warmed through."", ""To serve, slide the potato mixture onto a serving plate."", ""Scatter the shrimp and cheese curds over the top and then pour on the gravy."", ""Let it sit for five minutes so the cheese curds get gooey, then serve.""]",www.food.com/recipe/posh-poutine-475615,Recipes1M,"[""peanut oil"", ""Potatoes"", ""carrot"", ""red bell pepper"", ""onion"", ""butter"", ""flour"", ""chicken broth"", ""salt"", ""shrimp"", ""butter"", ""green onion"", ""cheddar cheese""]"
1932034,Poutine Potato Skins,"[""2 whole Russet Potatoes"", ""2 Tablespoons Unsalted Butter, melted"", ""1 package (approximately 1 Oz. Size) McCormick Brown Gravy Mix"", ""1 cup Water"", ""1 cup Crispy Cooked French Fries (or More As Desired)"", ""1 cup White Cheese Curds"", ""1 Tablespoon Scallions, Sliced (optional)"", ""Salt And Pepper, to taste""]","[""Begin by preheating your oven to 400 F. Poke the top of each potato with a fork and place on a baking sheet."", ""Cook in the oven for 1 hour."", ""Once cooked, remove from the oven and place potatoes on a plate to let them cool for about 15 minutes."", ""Once your potatoes are cooled, use a sharp bread knife and cut them in half lengthwise."", ""With a small spoon, carefully scoop out about 70 percent of the potato flesh."", ""You still want some potato in your boat."", ""Get your broiler heated to high."", ""Brush the melted butter on the inside and outside of each potato skin and place them back onto the baking sheet."", ""Season the inside of each skin with salt and pepper."", ""Place them under the broiler for 8-10 minutes until the insides get a bit crispy from the melted butter."", ""During this time, make your brown gravy by emptying the package into a small saucepan with the water."", ""Mix and bring to a simmer."", ""Once the potato skins are nice and crispy on the exterior, remove from the oven and add a few crispy french fries into the bottom of each potato."", ""Yes, more potato in a potato."", ""Top with cheese curds, and pour on the hot brown gravy."", ""Shower with sliced scallions if you desire.""]",tastykitchen.com/recipes/appetizers-and-snacks/poutine-potato-skins/,Recipes1M,"[""Potatoes"", ""Unsalted Butter"", ""Brown Gravy Mix"", ""Water"", ""Fries"", ""White Cheese"", ""Scallions"", ""Salt""]"
1940759,Canadian Poutine,"[""1 white cheese curds"", ""1 natural cut french fries"", ""1 Brown gravy""]","[""Layer fries, cheese curds and hot gravy."", ""Enjoy!""]",cookpad.com/us/recipes/366587-canadian-poutine,Recipes1M,"[""white cheese curds"", ""natural"", ""Brown gravy""]"
1944747,French Poutine in a Bag or Foil Pouch (On the Road Recipe),"[""10 russet potatoes, peeled and cut in long narrow strips"", ""1 tablespoon paprika or 2 tablespoons mccormick all seasoning salt"", ""1 gallon ziploc bag"", ""2 tablespoons white vinegar (optional)"", ""2 tablespoons white coarse salt or 2 tablespoons sea salt"", ""Pam cooking spray"", ""2 12 cups cheese curds or 2 12 cups cheddar cheese"", ""1 14 cups shredded mozzarella cheese"", ""1 (10 3/4 ounce) can beef gravy""]","[""Your will also need 2 cookie sheets with raised sides."", ""Spray pam on cookie sheets."", ""Divide the potatoes in half, wipe dry with paper towels."", ""Preheat oven to 400*."", ""Place half of the potatoes in the gallon ziplock bag."", ""Add 1 tblsp vinegar and shake, shake, shake."", ""Open the bag and add half the salt or seasoning salt."", ""Do not use both!"", ""Shake, shake, shake."", ""If you use the regular salt,add half the."", ""paprika."", ""Place the potatoes on the cookie sheet."", ""Prepare the second batch in the gallon bag."", ""Place the potatoes on the cookie sheet."", ""Bake until brown on both sides, about 20 minutes."", ""Turn them with spatula after 10 minutes."", ""Let cool."", ""Divide into 5 quart zip lock bags or 5 foil packets."", ""Add 1/2 cup cheese curds or cheddar cheese and 1/4 cup mozzarella cheeseto each bag or packet."", ""Seal."", ""Store in cooler or refrigerator."", ""To Serve:."", ""Warm bags in microwave or boiling water."", ""Warm foil packets in oven."", ""Open gravy and heat in pan."", ""Pour spoonfuls of gravy over the open zip lock bags or open foil packets."", ""Cooling time is included in preparation time."", ""There is hardly any mess to clean up!""]",www.food.com/recipe/french-poutine-in-a-bag-or-foil-pouch-on-the-road-recipe-176871,Recipes1M,"[""potatoes"", ""paprika"", ""gallon ziploc"", ""white vinegar"", ""white coarse salt"", ""spray"", ""cheese curds"", ""mozzarella cheese"", ""beef gravy""]"
1957946,Cheaters Poutine (Smoked Paprika Fries with Brown Gravy and Mozzarella),"[""6 whole Medium Sized Russet Potatoes, Peeled, Washed And Dried"", ""1/4 cups Olive Oil"", ""1 Tablespoon Fresh Thyme Leaves"", ""1 teaspoon Smoked Paprika"", ""1 teaspoon Each, Salt And Pepper"", ""1 package Gluten-Free Brown Gravy Mix, I Used Club House Brand, 25 G Package"", ""1 cup Tap Water"", ""1 cup Small Mozzarella Cubes""]","[""Preheat oven to 400 F."", ""Cut the potatoes into thin chips."", ""Put them in a large bowl, drizzle the oil over them and toss them in the oil."", ""Sprinkle with thyme and smoked paprika."", ""Season with salt and pepper."", ""Toss again to make sure the chips are well seasoned."", ""Lay the chips on a rimmed baking sheet in a single layer."", ""Bake for 40 to 45 minutes."", ""In a small microwave safe bowl mix gravy mix with water and microwave on high for 3 to 4 minutes until it thickens."", ""Stir the mixture at 1 minute intervals."", ""When done remove pan from oven."", ""Place chips on a big serving plate or evenly into 4 bowls, sprinkle the cheese cubes over them, ladle the hot gravy over the fried and cheese."", ""Serve immediately.""]",tastykitchen.com/recipes/appetizers-and-snacks/cheatere28099s-poutine-smoked-paprika-fries-with-brown-gravy-and-mozzarella/,Recipes1M,"[""Potatoes"", ""Olive Oil"", ""Thyme"", ""Paprika"", ""Salt"", ""Brown Gravy Mix"", ""Tap Water"", ""Mozzarella Cubes""]"
1960819,Poutine,"[""3 medium potato"", ""1/2 cup Cheese curds"", ""1/3 cup Beef or BBQ gravy caned or home made""]","[""Cut potatos into fries."", ""Deep fry aprox 15 min or untill golden brown"", ""heat gravy ultill its about to boil"", ""Arange fries on plate and place cheese curds on top."", ""Smother with gravy.""]",cookpad.com/us/recipes/332633-poutine,Recipes1M,"[""potato"", ""Cheese curds"", ""Beef""]"
1972488,Poutine-Style Twice-Baked Potatoes,"[""2 tablespoons unsalted butter"", ""2 tablespoons all-purpose flour"", ""2 cups chicken stock or low-sodium broth"", ""1 tablespoon veal demiglace (optional)"", ""1/2 teaspoon finely chopped sage"", ""1/2 teaspoon finely chopped thyme"", ""1 tablespoon fresh lemon juice"", ""1 tablespoon heavy cream"", ""Kosher salt"", ""Freshly ground pepper"", ""6 baked potatoes (about 1/2 pound each)"", ""6 tablespoons unsalted butter, cubed and chilled"", ""1 cup milk, warmed"", ""1/2 cup sour cream"", ""3 ounces freshly grated Parmigiano-Reggiano cheese (1 cup)"", ""1 tablespoon Dijon mustard"", ""Pinch of cayenne pepper"", ""1/3 cup chopped chives"", ""Kosher salt"", ""Freshly ground pepper"", ""Vegetable oil, for frying"", ""6 ounces thick-sliced bacon, cut crosswise 1/2 inch thick"", ""1 cup shredded mozzarella cheese"", ""Sour cream, thinly sliced scallions, parsley leaves and celery leaves, for garnish""]","[""Make the gravy In a small saucepan, melt the butter."", ""Add the flour and cook over moderate heat, stirring, until deep golden brown, about 5 minutes."", ""Add the stock, demiglace, sage and thyme and cook until thickened to a gravy-like consistency, 15 to 20 minutes."", ""Stir in the lemon juice and heavy cream and season with salt and black pepper."", ""Keep warm."", ""Prepare the stuffed potatoes Cut one 1/2-inch-wide strip off the top of each baked potato and reserve."", ""Scoop the potato flesh into a large bowl."", ""Place the potato shells on a baking sheet."", ""Using a ricer, mash the potato flesh with the butter into another large bowl; add the warm milk and mix until blended."", ""Stir in the sour cream, Parmigiano, mustard, cayenne and chives and season with salt and pepper."", ""Prepare the stuffed potatoes In a small saucepan, heat the vegetable oil to 350 degrees ."", ""Scrape the flesh off the reserved 1/2-inch strips of the potato tops."", ""Cut the skins into wedges and fry until golden and crisp, about 2 minutes."", ""Drain the skins on a paper towel-lined plate."", ""Prepare the stuffed potatoes Preheat the oven to 450 degrees ."", ""In a small nonstick skillet, cook the bacon over moderate heat, stirring occasionally, until golden and crisp, 5 to 7 minutes."", ""Drain the bacon on paper towels."", ""Prepare the stuffed potatoes Spoon about 2/3 cup of the mashed potato mixture into each potato shell and make a well in the center."", ""Bake for about 20 minutes, until heated through and golden on top."", ""Spoon some gravy into the well of each potato, then top with the shredded mozzarella."", ""Bake the potatoes for about 5 minutes, until the cheese is melted."", ""Transfer the potatoes to a serving platter and top with the bacon."", ""Garnish with sour cream, scallions, parsley and celery leaves and the crispy potato skins.""]",www.foodandwine.com/recipes/poutine-style-twice-baked-potatoes,Recipes1M,"[""unsalted butter"", ""flour"", ""chicken"", ""veal demiglace"", ""sage"", ""thyme"", ""lemon juice"", ""heavy cream"", ""Kosher salt"", ""Freshly ground pepper"", ""potatoes"", ""unsalted butter"", ""milk"", ""sour cream"", ""cheese"", ""mustard"", ""cayenne pepper"", ""chives"", ""Kosher salt"", ""Freshly ground pepper"", ""Vegetable oil"", ""bacon"", ""mozzarella cheese"", ""Sour cream""]"
1996826,Lazy Classic Poutine,"[""2 pounds Store-bought Extra Crispy Fries"", ""1 cup Cheese Curds (fresh, If Available!)"", ""1 Tablespoon Cornstarch"", ""1 Tablespoon Water"", ""3 Tablespoons Butter"", ""2 Tablespoons All-purpose Flour"", ""1 clove Garlic, Minced"", ""10 ounces, fluid Beef Broth"", ""5 ounces, fluid Chicken Broth"", ""Ground Black Pepper To Taste""]","[""Bake fries in the oven according to packages instructions."", ""Set cheese curds aside."", ""In a small bowl or mug, combine cornstarch and water."", ""Stir until corn starch has completely dissolved."", ""Set aside."", ""In a large saucepan, melt butter."", ""Add flour, whisking often, for about 5 minutes or until mixture turns golden brown in color."", ""Add garlic and simmer for another 30 seconds."", ""Finally, add beef and chicken broth."", ""Bring to a boil, whisking regularly."", ""Stir in cornstarch and simmer for 35 minutes or until sauce thickens."", ""Season with ground black pepper."", ""Taste and season further if needed."", ""Cover and keep warm until the fries are ready."", ""Once fries are ready, distribute among dishes."", ""Spoon some gravy onto the fries, add the cheese curds (approximately 1/2 cup per serving), and then drizzle with more gravy so the curds get all melty."", ""Indulge and enjoy!""]",tastykitchen.com/recipes/main-courses/lazy-classic-poutine/,Recipes1M,"[""Fries"", ""Cheese Curds"", ""Cornstarch"", ""Water"", ""Butter"", ""All-purpose"", ""clove Garlic"", ""Chicken Broth"", ""Ground Black Pepper""]"
